Indicativo;NOMBRE;z;NOM_PROV;x;y;Año;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Mínimo
C138P;SANTA C.PALMA-VELHOCO;364;SANTA CRUZ DE TENERIFE;-17.795;28.68972222;2008;11,1;10,6;9,8;10,8;13,6;14,5;17,8;18,0;15,0;12,3;9,6;;
C138P;SANTA C.PALMA-VELHOCO;364;SANTA CRUZ DE TENERIFE;-17.795;28.68972222;2009;7,7;6,9;8,7;9,8;10,0;11,5;;;;;11,7;10,6;
C138P;SANTA C.PALMA-VELHOCO;364;SANTA CRUZ DE TENERIFE;-17.795;28.68972222;2010;9,6;9,2;10,2;10,6;11,5;12,9;13,8;15,7;15,4;14,2;12,7;12,3;9,2
C138P;SANTA C.PALMA-VELHOCO;364;SANTA CRUZ DE TENERIFE;-17.795;28.68972222;2011;10,8;10,4;;;11,3;14,6;;;16,7;14,8;13,6;12,7;
C138P;SANTA C.PALMA-VELHOCO;364;SANTA CRUZ DE TENERIFE;-17.795;28.68972222;2012;10,2;;;10,2;;14,2;16,3;16,5;16,1;15,4;;11,5;
C138P;SANTA C.PALMA-VELHOCO;364;SANTA CRUZ DE TENERIFE;-17.795;28.68972222;2013;10,6;10,0;10,8;10,0;11,7;11,9;13,4;15,4;15,4;15,4;11,7;10,0;10,0
C138P;SANTA C.PALMA-VELHOCO;364;SANTA CRUZ DE TENERIFE;-17.795;28.68972222;2014;9,2;7,9;9,4;9,6;11,0;13,2;15,2;17,5;17,5;;11,1;10,8;
C138P;SANTA C.PALMA-VELHOCO;364;SANTA CRUZ DE TENERIFE;-17.795;28.68972222;2015;9,4;;;;;;;;;;;;
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1970;;;;10,0;11,0;;15,6;17,0;17,0;16,0;10,0;10,0;
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1971;13,0;11,0;12,0;13,0;14,2;15,2;18,0;19,0;17,0;18,0;13,6;14,0;11,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1972;12,2;12,0;11,0;13,6;14,0;16,2;17,0;19,4;18,4;17,0;15,4;13,0;11,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1973;13,0;13,0;13,8;13,6;15,0;16,0;17,6;19,6;18,4;17,6;15,0;14,0;13,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1974;13,0;12,6;12,0;13,0;14,6;17,2;19,0;19,8;18,8;16,0;15,2;13,4;12,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1975;12,8;13,0;13,4;14,2;14,6;16,2;19,6;20,0;18,6;17,6;16,0;12,0;12,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1976;9,4;11,4;12,6;13,0;13,6;15,6;18,0;20,4;20,0;18,0;15,0;13,4;9,4
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1977;13,4;11,8;14,6;15,0;15,0;16,0;18,0;18,6;19,4;17,6;15,0;12,0;11,8
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1978;12,0;14,0;14,4;13,4;14,0;16,4;17,6;19,4;20,0;17,0;15,0;13,6;12,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1979;10,0;13,0;11,6;14,0;15,0;16,0;17,6;19,8;18,4;17,4;15,0;12,2;10,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1980;13,2;12,6;12,8;14,4;15,0;17,6;19,4;19,6;18,0;18,0;16,0;14,0;12,6
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1981;13,8;11,6;14,0;13,0;15,0;18,0;19,4;19,2;19,6;16,8;17,0;14,8;11,6
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1982;14,8;14,4;13,0;13,4;15,0;16,0;18,6;19,8;18,0;19,0;16,0;14,4;13,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1983;13,8;12,0;14,0;14,6;13,6;16,4;18,6;19,4;18,6;18,0;15,0;14,0;12,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1984;14,0;12,4;13,0;14,8;15,2;17,0;17,0;18,4;17,6;19,0;15,0;14,0;12,4
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1985;12,0;11,0;13,0;13,4;14,0;16,4;18,8;20,0;20,4;18,0;16,0;12,4;11,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1986;13,4;12,0;12,0;13,6;15,0;16,0;18,4;18,8;20,0;18,8;15,4;14,0;12,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1987;13,8;13,4;14,2;15,4;16,0;18,4;19,8;19,2;21,0;16,8;14,4;14,0;13,4
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1988;13,0;11,6;10,2;14,8;14,2;17,0;18,2;20,0;19,0;17,6;14,6;13,8;10,2
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1989;13,0;13,6;13,2;14,0;15,2;18,2;21,0;20,0;19,0;17,1;13,7;13,6;13,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1990;12,8;13,8;11,4;13,6;14,8;16,4;19,2;20,1;19,4;17,8;15,5;13,9;11,4
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1991;12,6;12,5;12,1;13,6;14,7;16,9;17,9;19,1;18,7;17,3;14,4;13,4;12,1
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1992;12,7;10,9;14,1;14,2;15,2;16,2;18,3;18,5;18,6;16,4;15,3;11,8;10,9
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1993;12,6;11,1;10,2;14,0;13,4;16,6;18,3;18,2;18,4;16,4;13,9;13,4;10,2
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1994;10,2;12,2;13,3;12,4;14,4;16,2;18,5;19,4;18,0;17,3;15,4;15,1;10,2
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1995;12,4;12,6;12,7;13,1;15,9;17,0;18,8;20,3;19,3;18,6;15,0;14,2;12,4
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1996;12,3;11,5;11,7;13,5;13,9;16,5;18,4;19,3;18,5;17,4;14,2;13,4;11,5
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1997;11,3;13,0;13,9;13,0;15,8;16,5;18,8;18,9;19,8;18,8;17,2;15,7;11,3
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1998;13,7;13,8;15,1;14,8;15,1;17,0;19,2;19,9;18,9;18,5;17,3;14,1;13,7
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;1999;10,7;13,8;13,8;14,2;15,6;17,4;19,7;19,9;19,7;15,3;14,5;14,0;10,7
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2000;11,6;13,2;14,2;13,8;14,0;17,3;18,8;19,8;19,4;18,3;15,9;13,1;11,6
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2001;14,0;13,3;14,4;14,9;14,7;17,6;19,9;20,8;20,1;18,1;11,0;14,7;11,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2002;14,0;13,4;12,3;14,0;15,2;16,8;18,7;19,5;19,5;18,6;16,5;14,8;12,3
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2003;12,9;12,8;13,1;13,8;15,6;18,2;20,5;20,9;20,1;17,9;15,1;14,3;12,8
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2004;14,0;12,8;13,2;13,6;14,7;18,0;19,9;20,9;20,4;18,2;15,7;14,1;12,8
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2005;11,3;11,1;11,2;14,2;16,0;17,2;20,2;20,3;19,5;18,2;15,1;13,9;11,1
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2006;11,9;12,7;13,3;14,3;14,3;17,0;19,3;20,2;19,3;17,9;16,3;14,3;11,9
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2007;13,0;14,3;13,2;13,9;14,9;17,6;19,4;19,9;16,4;19,1;16,2;13,7;13,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2008;14,7;13,5;15,1;16,0;17,3;18,9;20,6;21,5;19,5;15,7;15,2;14,5;13,5
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2009;13,6;13,4;13,1;15,2;15,8;17,6;21,9;22,3;19,8;20,3;17,4;16,0;13,1
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2010;14,5;12,9;15,1;;16,4;18,0;14,9;17,3;20,4;19,0;17,7;15,8;
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2011;14,7;13,1;11,0;15,1;16,3;18,4;20,1;16,7;20,4;18,7;17,2;16,5;11,0
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2012;14,1;12,9;13,8;13,8;13,9;18,2;20,0;20,4;20,1;18,0;15,5;15,4;12,9
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2013;14,8;14,5;14,6;15,5;16,4;17,2;18,1;20,9;19,3;18,7;16,3;14,7;14,5
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2014;13,0;11,5;13,8;14,1;16,5;17,0;18,5;20,8;20,4;19,4;14,6;15,0;11,5
C139E;LA PALMA/AEROPUERTO;33;SANTA CRUZ DE TENERIFE;-17.75505556;28.63305556;2015;14,1;13,3;13,8;13,9;;;;;;;;;
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1958;;12,5;12,8;13,0;16,0;15,2;17,7;18,4;18,8;18,4;14,2;13,2;
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1959;11,2;11,6;12,2;11,6;13,8;16,2;17,6;18,4;18,0;17,2;14,0;13,0;11,2
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1960;11,0;11,8;11,4;12,6;14,6;15,8;17,0;18,6;18,0;16,6;14,8;12,6;11,0
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1961;12,2;12,6;13,4;14,6;15,6;16,2;17,8;18,6;17,6;15,4;14,8;13,6;12,2
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1962;11,6;11,0;12,6;13,4;14,0;14,6;17,6;19,2;18,2;16,8;14,2;14,0;11,0
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1963;11,6;10,4;11,6;12,6;13,4;13,8;17,2;17,8;16,2;15,8;14,8;11,6;10,4
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1964;11,8;11,0;11,6;11,0;13,4;15,6;16,8;17,2;18,2;17,2;15,0;12,2;11,0
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1965;10,2;11,6;11,8;12,8;13,8;14,6;16,8;17,2;17,4;14,6;11,4;12,4;10,2
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1966;11,2;12,2;12,6;13,2;14,0;15,2;16,8;17,6;17,8;16,4;13,8;11,0;11,0
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1967;12,4;10,4;12,0;11,8;11,4;14,4;16,4;16,4;17,0;15,0;12,6;12,6;10,4
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1968;11,4;10,0;9,0;10,8;13,6;14,4;15,8;;;;;;
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1969;;;;;;;;18,0;18,0;;14,5;12,0;
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1970;12,0;12,0;13,0;12,5;;16,0;17,0;18,0;18,0;16,0;14,0;11,0;
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1971;12,5;10,0;11,0;11,0;13,0;15,0;17,0;18,0;17,5;17,0;13,5;13,5;10,0
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1972;;9,5;10,0;12,0;13,5;15,5;16,0;18,0;;;;;
C139I;BREÑA BAJA-FUERTE;15;SANTA CRUZ DE TENERIFE;-17.75838889;28.65833333;1977;10,0;8,0;10,5;;;;;;;;;;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1945;;;;;;;;;;18,3;15,0;15,0;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1946;13,6;13,2;12,8;13,5;14,3;16,5;17,5;19,0;17,7;17,1;15,5;14,0;12,8
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1947;12,2;12,3;14,5;13,5;15,0;17,0;18,4;19,5;18,6;16,6;15,6;14,6;12,2
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1948;14,0;13,2;14,5;13,6;14,1;16,5;18,4;19,0;18,8;17,1;16,5;14,0;13,2
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1949;14,4;13,5;12,8;15,0;14,5;16,6;18,5;20,0;19,2;18,5;13,2;14,0;12,8
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1950;11,5;12,5;13,8;14,0;15,0;16,4;18,0;19,0;18,5;17,5;15,5;14,0;11,5
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1951;13,0;12,4;13,1;13,5;14,5;17,0;18,0;18,7;18,6;17,5;14,6;14,0;12,4
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1952;11,6;12,4;12,7;13,2;14,5;16,8;18,0;19,4;18,6;17,7;15,5;13,5;11,6
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1953;12,5;12,5;12,5;14,2;15,5;17,5;19,0;19,5;19,0;17,5;16,5;12,5;12,5
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1954;12,2;11,0;13,0;13,2;15,0;17,0;17,4;18,2;18,0;18,0;15,2;14,0;11,0
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1955;13,8;13,2;12,5;14,4;17,0;18,0;19,5;20,0;20,5;16,5;15,4;15,8;12,5
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1956;13,0;12,0;12,5;12,0;14,6;16,0;17,5;19,0;18,2;18,5;12,6;14,0;12,0
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1957;10,0;13,0;12,8;13,5;13,7;14,5;18,0;19,0;19,8;16,6;11,5;12,8;10,0
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1958;12,5;;;;13,0;15,6;17,4;18,4;19,5;18,0;10,0;12,4;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1959;10,0;12,1;11,8;12,2;14,3;16,4;17,8;18,4;19,0;17,7;14,5;13,7;10,0
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1960;12,0;12,0;12,0;13,5;15,0;16,8;17,2;18,2;17,5;;;13,5;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1961;11,4;13,5;14,0;14,2;15,2;16,5;17,7;18,5;18,0;16,0;16,5;15,0;11,4
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1962;12,0;12,7;12,5;13,7;14,7;14,7;17,8;19,0;18,8;17,6;14,8;14,0;12,0
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1963;12,2;11,5;12,0;13,0;13,5;14,5;18,0;18,0;17,2;17,0;16,0;13,0;11,5
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1964;12,6;12,3;13,3;12,4;14,0;16,7;17,5;17,8;18,6;18,0;16,4;12,0;12,0
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1965;10,5;12,6;12,7;13,0;15,6;15,5;17,2;10,4;18,0;15,7;12,5;14,0;10,4
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1966;14,1;14,0;13,0;14,5;15,0;16,3;16,6;;19,0;17,5;14,2;12,5;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1967;13,7;12,0;;12,8;;;;;;;;;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1968;12,5;12,5;12,2;12,5;;;;18,5;18,4;17,7;14,0;13,5;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1969;14,2;12,5;12,6;;;;;;;;;;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1971;;10,5;11,5;12,0;14,0;15,5;17,0;18,0;;;;13,0;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1972;11,5;10,0;;;;;;;;;;;
C139O;SANTA C.PALMA;70;SANTA CRUZ DE TENERIFE;-17.75838889;28.675;1974;;;;;;;;;;;;13,4;
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1984;;;;;;;;;;;15,0;14,0;
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1985;13,0;11,0;12,0;13,0;14,0;16,0;18,0;19,0;19,0;;14,6;11,6;
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1986;12,6;11,8;10,8;13,0;12,8;15,0;17,0;18,2;18,4;16,8;15,2;12,8;10,8
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1987;12,2;12,0;12,2;13,2;14,4;16,4;17,4;17,0;19,0;14,4;14,0;12,0;12,0
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1988;11,2;9,8;8,8;13,4;14,4;16,0;17,8;18,0;16,6;17,0;15,0;12,6;8,8
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1989;11,8;12,2;12,8;12,8;14,4;16,8;20,0;19,0;19,0;16,0;14,0;13,0;11,8
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1990;12,8;;;12,8;14,4;16,8;17,8;18,8;19,8;17,8;16,0;13,0;
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1991;13,0;12,6;12,8;14,0;14,8;16,4;18,8;20,0;20,6;18,8;15,2;16,0;12,6
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1992;11,8;13,4;15,4;15,2;14,8;15,6;18,4;18,2;14,0;15,6;15,0;11,0;11,0
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1993;12,0;11,0;10,8;13,2;13,0;15,6;16,8;18,0;18,0;16,8;14,0;12,8;10,8
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1994;10,4;12,2;12,4;11,8;13,2;15,2;17,0;18,2;17,4;17,0;16,0;16,0;10,4
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1995;13,8;14,0;13,0;15,0;16,2;17,2;19,0;19,8;18,0;18,4;14,0;14,8;13,0
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1996;13,0;12,4;12,0;13,8;14,0;15,8;16,6;19,0;18,8;18,0;14,8;12,4;12,0
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1997;10,8;13,4;13,0;13,2;15,0;16,0;17,2;18,0;18,8;18,2;16,0;14,4;10,8
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1998;12,0;13,0;13,4;12,8;13,2;15,8;19,4;20,0;21,0;19,6;18,8;16,4;12,0
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;1999;13,0;15,0;13,8;12,8;17,0;18,8;19,8;21,0;21,0;16,0;13,4;15,1;12,8
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2000;13,8;16,0;12,2;15,8;16,5;18,6;17,5;19,0;18,6;17,9;15,6;10,2;10,2
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2001;14,0;13,0;13,2;14,3;14,0;16,3;18,1;19,7;20,7;18,0;16,0;14,4;13,0
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2002;13,8;14,8;12,5;14,6;15,0;14,4;15,7;16,5;17,3;16,7;14,2;12,9;12,5
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2003;10,8;10,8;10,8;10,8;13,1;15,2;17,3;18,6;18,6;15,4;13,6;12,7;10,8
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2004;12,5;11,0;11,9;11,3;13,4;16,1;17,1;19,4;18,8;16,9;14,0;13,1;11,0
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2005;10,0;10,4;10,4;12,7;13,8;15,7;18,0;;19,1;17,8;14,6;13,8;
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2006;12,8;13,9;13,2;15,3;15,5;18,9;21,2;22,3;23,9;25,0;25,4;25,0;12,8
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2007;13,5;14,6;15,7;15,5;13,8;;18,0;;20,1;;;;
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2008;;;13,4;14,2;17,2;17,6;19,5;20,9;20,3;18,4;15,3;14,6;
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2009;14,4;14,2;15,4;16,9;17,5;18,0;21,1;22,2;21,5;22,6;19,4;16,9;14,2
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2010;16,5;16,3;18,0;14,6;14,6;15,4;16,1;18,0;18,4;18,4;15,7;15,4;14,6
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2011;13,6;13,1;10,4;;13,2;17,6;19,2;20,5;21,7;20,3;16,5;15,7;
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2012;13,8;12,9;14,6;13,1;11,5;17,6;18,6;18,8;20,1;18,4;16,9;16,1;11,5
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2013;15,9;15,9;16,5;17,6;19,2;16,9;17,6;19,6;19,2;19,2;16,5;15,9;15,9
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2014;13,8;12,3;14,2;15,4;14,6;16,1;18,8;19,6;20,7;18,8;15,9;15,7;12,3
C139R;SANTA C.PALMA-MIRCA;199;SANTA CRUZ DE TENERIFE;-17.76061111;28.6975;2015;16,5;14,2;16,9;;;;;;;;;;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1986;-3,7;-6,5;-5,0;-4,1;-3,9;2,9;10,4;7,8;2,0;2,0;-1,3;;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1987;;-3,9;-1,1;-4,4;-0,4;;7,9;4,1;4,1;-2,6;-1,3;;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1988;-6,2;-5,9;-6,3;-3,0;-3,1;1,4;11,1;9,9;4,1;0,2;-1,2;-2,1;-6,3
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1989;-5,4;-4,8;-5,8;-6,8;-0,3;;6,2;7,0;2,9;-2,2;-2,0;-4,1;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1990;-8,0;-0,9;-5,2;;;1,9;8,5;13,5;5,0;4,0;0,0;-5,1;
